"Latest: Time (s)","Latest: Force (N)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)","Run 1: Time (s)","Run 1: Force (N)","Run 1: Velocity (m/s)","Run 1: Acceleration (m/s²)"
3.83,0.618473833347,,,,3.83,0.425688313226,,
3.84,0.603471435934,,,,3.84,0.403184717106,,
3.85,0.595970237227,0.355348,0.279640277778,1.13398750965,3.85,0.418187114519,,
3.86,0.550963044989,,,,3.86,0.410685915813,,
3.87,0.528459448869,,,,3.87,0.418187114519,,
3.88,0.490953455337,,,,3.88,0.433189511932,,
3.89,0.445946263098,0.370097,0.29155,-0.673147424769,3.89,0.440690710639,,
3.9,0.415941468273,,,,3.9,0.418187114519,,
3.91,0.393437872153,,,,3.91,0.350676326161,,
3.92,0.37843547474,,,,3.92,0.343175127455,,
3.93,0.348430679915,0.381759,0.215804166667,-2.23026089892,3.93,0.358177524868,,
3.94,0.318425885089,,,,3.94,0.358177524868,,
3.95,0.310924686382,,,,3.95,0.380681120987,,
3.96,0.288421090263,,,,3.96,0.403184717106,,
3.97,0.265917494144,0.3887905,0.0902756944444,-3.13118176119,3.97,0.418187114519,,
3.98,0.258416295437,,,,3.98,0.388182319693,,
3.99,0.250915096731,,,,3.99,0.335673928748,,
4,0.250915096731,,,,4,0.358177524868,,
4.01,0.27341869285,0.389648,-0.0571666666667,-3.28294801312,4.01,0.388182319693,,
4.02,0.265917494144,,,,4.02,0.3956835184,,
4.03,0.280919891557,,,,4.03,0.418187114519,,
4.04,0.280919891557,,,,4.04,0.463194306758,,
4.05,0.295922288969,0.384503,-0.203537152778,-2.5169212963,4.05,0.470695505464,,
4.06,0.318425885089,,,,4.06,0.455693108051,,
4.07,0.348430679915,,,,4.07,0.410685915813,,
4.08,0.37843547474,,,,4.08,0.433189511932,,
4.09,0.408440269566,0.371126,-0.2872625,-0.971552131559,4.09,0.470695505464,,
4.1,0.430943865686,,,,4.1,0.478196704171,,
4.11,0.468449859218,,,,4.11,0.50070030029,,
4.12,0.498454654044,,,,4.12,0.538206293822,,
4.13,0.520958250163,0.3582635,-0.282379513889,0.686628568673,4.13,0.538206293822,,
4.14,0.550963044989,,,,4.14,0.508201498997,,
4.15,0.573466641108,,,,4.15,0.455693108051,,
4.16,0.61097263464,,,,4.16,0.485697902877,,
4.17,0.640602369531,0.3469445,-0.219734375,2.04648726852,4.17,0.530705095116,,
4.18,0.655604766944,,,,4.18,0.530705095116,,
4.19,0.678108363063,,,,4.19,0.538206293822,,
4.2,0.693110760476,,,,4.2,0.560709889942,,
4.21,0.700611959182,0.3393985,-0.111475,3.08031732253,4.21,0.545707492529,,
4.22,0.715614356595,,,,4.22,0.52320389641,,
4.23,0.723115555302,,,,4.23,0.440690710639,,
